table,feature,use_flag,dtype,missing_imputation,ords,id col
composite_nonorders,nonords_last_6-12_lob_cd_i_per,1,float,0,,
composite_nonorders,nonords_last_12-24_lob_cd_i_per,1,float,0,,
composite_nonorders,nonords_last_24-24_lob_cd_i_per,1,float,0,,
composite_nonorders,nonords_last_0-6_business_src_cd_a_per,1,float,0,,
composite_nonorders,nonords_last_6-12_business_src_cd_a_per,1,float,0,,
composite_nonorders,nonords_last_12-24_business_src_cd_a_per,1,float,0,,
composite_nonorders,nonords_last_24-24_business_src_cd_a_per,1,float,0,,
composite_nonorders,nonords_last_0-6_business_src_cd_b_per,1,float,0,,
composite_nonorders,nonords_last_6-12_business_src_cd_b_per,1,float,0,,
composite_nonorders,nonords_last_12-24_business_src_cd_b_per,1,float,0,,
composite_nonorders,nonords_last_24-24_business_src_cd_b_per,1,float,0,,
composite_nonorders,nonords_0-6_to_6-12_growth,1,float,0,,
composite_nonorders,nonords_6-12_to_12-24_growth,1,float,0,,
composite_nonorders,nonords_12-24_to_24-24_growth,1,float,0,,
prospects,prospect_household_id,0,,,,
prospects,first_effort_dt_first,1,date,,,
prospects,prospect_household_member_no,0,,,,
customer_demo,city_cd_first,0,,,,
customer_demo,zip_postal_cd_first,0,,,,
customer_demo,orig_key_cd_first,0,,,,
customer_demo,zip4_cd_first,0,,,,
customer_order_inquiry,cs_last_24-24_comm_channel_type_cd_b_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_comm_channel_type_cd_m_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_resolution_type_cd_mvr_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_resolution_type_cd_adn_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_resolution_type_cd_mvr_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_comm_channel_type_cd_i_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_comm_channel_type_cd_i_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_inquiry_type_cd_complaint_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_resolution_type_cd_cim_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_comm_channel_type_cd_t_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_resolution_type_cd_mvr_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_comm_channel_type_cd_t_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_comm_channel_type_cd_m_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_comm_channel_type_cd_b_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_comm_channel_type_cd_b_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_resolution_type_cd_mvr_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_resolution_type_cd_mvr_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_comm_channel_type_cd_i_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_resolution_type_cd_cim_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_comm_channel_type_cd_t_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_comm_channel_type_cd_b_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_comm_channel_type_cd_m_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_resolution_type_cd_tsn_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_inquiry_type_cd_complaint_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_resolution_type_cd_cim_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_comm_channel_type_cd_t_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_inquiry_type_cd_complaint_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_resolution_type_cd_adn_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_comm_channel_type_cd_b_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_comm_channel_type_cd_i_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_comm_channel_type_cd_m_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_resolution_type_cd_mvr_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_resolution_type_cd_cim_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_comm_channel_type_cd_i_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_resolution_type_cd_mvr_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_resolution_type_cd_tsn_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_inquiry_type_cd_complaint_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_comm_channel_type_cd_t_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_resolution_type_cd_cim_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_resolution_type_cd_tsn_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_comm_channel_type_cd_b_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_comm_channel_type_cd_b_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_comm_channel_type_cd_m_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_resolution_type_cd_tsn_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_comm_channel_type_cd_m_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_comm_channel_type_cd_m_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_resolution_type_cd_tsn_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_resolution_type_cd_mvr_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_comm_channel_type_cd_b_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_resolution_type_cd_cim_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_comm_channel_type_cd_t_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_resolution_type_cd_tsn_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_resolution_type_cd_tsn_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_resolution_type_cd_adn_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_resolution_type_cd_adn_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_resolution_type_cd_adn_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_resolution_type_cd_cim_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_comm_channel_type_cd_t_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_resolution_type_cd_tsn_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_6-12_resolution_type_cd_adn_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_resolution_type_cd_cim_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_comm_channel_type_cd_i_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_comm_channel_type_cd_m_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_0-6_resolution_type_cd_adn_order_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_comm_channel_type_cd_t_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_comm_channel_type_cd_i_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_12-24_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_comm_channel_type_cd_i_order_no_line_item_no_countdist,1,float,0,,
customer_order_inquiry,cs_last_24-24_resolution_type_cd_adn_order_no_countdist,1,float,0,,
nonorders,nonords_last_6-12_lob_cd_i_count,1,float,0,,
nonorders,nonords_last_12-24_lob_cd_4_count,1,float,0,,
nonorders,nonords_last_12-24_lob_cd_3_count,1,float,0,,
nonorders,nonords_last_24-24_lob_cd_4_count,1,float,0,,
nonorders,nonords_last_12-24_lob_cd_i_count,1,float,0,,
nonorders,nonords_last_0-6_lob_cd_3_count,1,float,0,,
nonorders,nonords_last_6-12_lob_cd_3_count,1,float,0,,
nonorders,nonords_last_0-6_lob_cd_4_count,1,float,0,,
nonorders,nonords_last_24-24_lob_cd_3_count,1,float,0,,
nonorders,nonords_last_6-12_lob_cd_4_count,1,float,0,,
nonorders,nonords_last_0-6_lob_cd_i_count,1,float,0,,
nonorders,nonords_last_24-24_lob_cd_i_count,1,float,0,,
nonorders,nonords_lob_cd_4_days_since_nonords_entry_max,0,,,,
nonorders,nonords_lob_cd_4_days_since_nonords_entry_min,0,,,,
nonorders,nonords_lob_cd_3_days_since_nonords_entry_max,0,,,,
nonorders,nonords_lob_cd_3_days_since_nonords_entry_min,0,,,,
nonorders,nonords_lob_cd_i_days_since_nonords_entry_max,0,,,,
nonorders,nonords_lob_cd_i_days_since_nonords_entry_min,0,,,,
order_items,item_last_0-6_major_categ_cd_spce_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_mcol_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_chld_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_chld_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_spce_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_spmi_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_swst_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_xmas_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_pets_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_xmas_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_xmas_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_mdht_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_magz_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_usap_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_pets_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_wood_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_spmi_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_mdht_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_magz_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_astv_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_prem_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_wood_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_swat_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_mdht_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_usap_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_astv_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_wood_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_chld_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_swst_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_usap_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_spmi_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_insp_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_spce_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_mcol_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_spmi_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_astv_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_insp_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_swat_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_swst_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_mcol_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_mdht_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_chld_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_wood_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_astv_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_mcol_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_insp_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_pets_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_magz_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_prem_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_usap_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_swst_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_swat_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_swat_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_insp_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_spce_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_pets_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_magz_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_xmas_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_prem_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_prem_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_vide_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_vide_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_self_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_lob_cd_9_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_lob_cd_9_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_self_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_coll_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd__ukn_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd__ukn_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_vide_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_audi_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_product_type_cd_a_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_lob_cd_1_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_product_type_cd_a_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_lob_cd_1_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_audi_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_mdsp_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_mdsp_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_mdsa_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_self_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_hort_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_mdso_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_mdso_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_book_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_mdsd_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_hort_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd__ukn_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_lob_cd_9_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_product_type_cd_a_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_lob_cd_1_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_mdsh_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_book_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_mdst_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_mdso_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_mdsk_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_mdse_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_mdsh_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_hort_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_lob_cd_9_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_jwly_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_food_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_mdsp_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_mdsk_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_coin_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_mdsa_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_vide_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_mdst_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_coll_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_book_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_jwly_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_audi_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd__ukn_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_product_type_cd_a_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_lob_cd_1_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_mdsd_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_mdsp_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_mdsa_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_mdsk_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_self_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_mdsh_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_coll_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_food_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_coin_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_jwly_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_major_categ_cd_mdse_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_mdsd_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_mdso_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_audi_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_mdst_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_mdse_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_hort_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_book_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_major_categ_cd_coin_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_mdsa_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_mdst_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_coin_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_mdse_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_mdsk_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_mdsh_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_mdsd_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_lob_cd_i_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_coll_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_major_categ_cd_food_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_lob_cd_i_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_food_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_lob_cd_2_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_major_categ_cd_jwly_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_with_offer_cd_TRUE_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_0-6_product_type_cd_b_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_with_offer_cd_TRUE_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_lob_cd_2_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_6-12_product_type_cd_b_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_lob_cd_i_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_with_offer_cd_TRUE_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_product_type_cd_b_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_lob_cd_2_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_12-24_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_lob_cd_i_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_lob_cd_2_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_product_type_cd_b_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_order_no_line_item_no_countdist,1,float,0,,
order_items,item_last_24-24_with_offer_cd_TRUE_order_no_line_item_no_countdist,1,float,0,,
customers_online,state_first,1,object,,,
customers_online,registration_type_first,1,object,,,
customers_online,age_range_first,1,object,,,
customers_online,gender_first,1,object,,,
composite_orders,ords_0-6_to_6-12_growth,1,float,0,,
composite_orders,ords_6-12_to_12-24_growth,1,float,0,,
composite_orders,ords_12-24_to_24-24_growth,1,float,0,,
